TIME_PERIOD#es,TIME_PERIOD_CODE,SEXO#es,SEXO_CODE,TERRITORIO#es,TERRITORIO_CODE,ACTIVIDAD_ECONOMICA#es,ACTIVIDAD_ECONOMICA_CODE,OBS_VALUE,NOTAS_OBSERVACION#es,CONFIDENCIALIDAD_OBSERVACION#es,ESTADO_OBSERVACION#es
2020 Segundo trimestre,2020-Q2,Mujeres,F,Mogán,35012,Industria,A4_02,10,,,
2020 Primer trimestre,2020-Q1,Hombres,M,Mogán,35012,Industria,A4_02,29,,,
2020 Primer trimestre,2020-Q1,Mujeres,F,Mogán,35012,Industria,A4_02,8,,,
2019 Cuarto trimestre,2019-Q4,Hombres,M,Mogán,35012,Industria,A4_02,27,,,
2019 Cuarto trimestre,2019-Q4,Mujeres,F,Mogán,35012,Industria,A4_02,10,,,
2019 Tercer trimestre,2019-Q3,Hombres,M,Mogán,35012,Industria,A4_02,17,,,
2019 Tercer trimestre,2019-Q3,Mujeres,F,Mogán,35012,Industria,A4_02,7,,,
2019 Segundo trimestre,2019-Q2,Hombres,M,Mogán,35012,Industria,A4_02,15,,,
2019 Segundo trimestre,2019-Q2,Mujeres,F,Mogán,35012,Industria,A4_02,10,,,
2019 Primer trimestre,2019-Q1,Hombres,M,Mogán,35012,Industria,A4_02,13,,,
2019 Primer trimestre,2019-Q1,Mujeres,F,Mogán,35012,Industria,A4_02,10,,,
2021 Cuarto trimestre,2021-Q4,Hombres,M,Mogán,35012,Dato desconocido,_U,48,,,
2021 Cuarto trimestre,2021-Q4,Mujeres,F,Mogán,35012,Dato desconocido,_U,64,,,
2021 Tercer trimestre,2021-Q3,Hombres,M,Mogán,35012,Dato desconocido,_U,59,,,
2021 Tercer trimestre,2021-Q3,Mujeres,F,Mogán,35012,Dato desconocido,_U,73,,,
2021 Segundo trimestre,2021-Q2,Hombres,M,Mogán,35012,Dato desconocido,_U,92,,,
2021 Segundo trimestre,2021-Q2,Mujeres,F,Mogán,35012,Dato desconocido,_U,138,,,
2021 Primer trimestre,2021-Q1,Hombres,M,Mogán,35012,Dato desconocido,_U,81,,,
2021 Primer trimestre,2021-Q1,Mujeres,F,Mogán,35012,Dato desconocido,_U,122,,,
2020 Cuarto trimestre,2020-Q4,Hombres,M,Mogán,35012,Dato desconocido,_U,75,,,
2020 Cuarto trimestre,2020-Q4,Mujeres,F,Mogán,35012,Dato desconocido,_U,114,,,
2020 Tercer trimestre,2020-Q3,Hombres,M,Mogán,35012,Dato desconocido,_U,58,,,
2020 Tercer trimestre,2020-Q3,Mujeres,F,Mogán,35012,Dato desconocido,_U,101,,,
2020 Segundo trimestre,2020-Q2,Hombres,M,Mogán,35012,Dato desconocido,_U,47,,,
2020 Segundo trimestre,2020-Q2,Mujeres,F,Mogán,35012,Dato desconocido,_U,89,,,
2020 Primer trimestre,2020-Q1,Hombres,M,Mogán,35012,Dato desconocido,_U,38,,,
2020 Primer trimestre,2020-Q1,Mujeres,F,Mogán,35012,Dato desconocido,_U,73,,,
2019 Cuarto trimestre,2019-Q4,Hombres,M,Mogán,35012,Dato desconocido,_U,44,,,
2019 Cuarto trimestre,2019-Q4,Mujeres,F,Mogán,35012,Dato desconocido,_U,68,,,
2019 Tercer trimestre,2019-Q3,Hombres,M,Mogán,35012,Dato desconocido,_U,44,,,
2019 Tercer trimestre,2019-Q3,Mujeres,F,Mogán,35012,Dato desconocido,_U,64,,,
2019 Segundo trimestre,2019-Q2,Hombres,M,Mogán,35012,Dato desconocido,_U,40,,,
2019 Segundo trimestre,2019-Q2,Mujeres,F,Mogán,35012,Dato desconocido,_U,64,,,
2019 Primer trimestre,2019-Q1,Hombres,M,Mogán,35012,Dato desconocido,_U,39,,,
2019 Primer trimestre,2019-Q1,Mujeres,F,Mogán,35012,Dato desconocido,_U,64,,,
2021 Cuarto trimestre,2021-Q4,Hombres,M,Mogán,35012,Construcción,A4_03,84,,,
2021 Cuarto trimestre,2021-Q4,Mujeres,F,Mogán,35012,Construcción,A4_03,14,,,
2021 Tercer trimestre,2021-Q3,Hombres,M,Mogán,35012,Construcción,A4_03,91,,,
2021 Tercer trimestre,2021-Q3,Mujeres,F,Mogán,35012,Construcción,A4_03,17,,,
2021 Segundo trimestre,2021-Q2,Hombres,M,Mogán,35012,Construcción,A4_03,114,,,
2021 Segundo trimestre,2021-Q2,Mujeres,F,Mogán,35012,Construcción,A4_03,20,,,
2021 Primer trimestre,2021-Q1,Hombres,M,Mogán,35012,Construcción,A4_03,109,,,
2021 Primer trimestre,2021-Q1,Mujeres,F,Mogán,35012,Construcción,A4_03,21,,,
2020 Cuarto trimestre,2020-Q4,Hombres,M,Mogán,35012,Construcción,A4_03,99,,,
2020 Cuarto trimestre,2020-Q4,Mujeres,F,Mogán,35012,Construcción,A4_03,22,,,
2020 Tercer trimestre,2020-Q3,Hombres,M,Mogán,35012,Construcción,A4_03,87,,,
2020 Tercer trimestre,2020-Q3,Mujeres,F,Mogán,35012,Construcción,A4_03,19,,,
2020 Segundo trimestre,2020-Q2,Hombres,M,Mogán,35012,Construcción,A4_03,104,,,
2020 Segundo trimestre,2020-Q2,Mujeres,F,Mogán,35012,Construcción,A4_03,19,,,
2020 Primer trimestre,2020-Q1,Hombres,M,Mogán,35012,Construcción,A4_03,84,,,
2020 Primer trimestre,2020-Q1,Mujeres,F,Mogán,35012,Construcción,A4_03,14,,,
2019 Cuarto trimestre,2019-Q4,Hombres,M,Mogán,35012,Construcción,A4_03,82,,,
2019 Cuarto trimestre,2019-Q4,Mujeres,F,Mogán,35012,Construcción,A4_03,15,,,
2019 Tercer trimestre,2019-Q3,Hombres,M,Mogán,35012,Construcción,A4_03,75,,,
2019 Tercer trimestre,2019-Q3,Mujeres,F,Mogán,35012,Construcción,A4_03,13,,,
2019 Segundo trimestre,2019-Q2,Hombres,M,Mogán,35012,Construcción,A4_03,61,,,
2019 Segundo trimestre,2019-Q2,Mujeres,F,Mogán,35012,Construcción,A4_03,15,,,
2019 Primer trimestre,2019-Q1,Hombres,M,Mogán,35012,Construcción,A4_03,75,,,
2019 Primer trimestre,2019-Q1,Mujeres,F,Mogán,35012,Construcción,A4_03,14,,,
2021 Cuarto trimestre,2021-Q4,Hombres,M,Mogán,35012,Total,_T,706,,,
2021 Cuarto trimestre,2021-Q4,Mujeres,F,Mogán,35012,Total,_T,824,,,
2021 Tercer trimestre,2021-Q3,Hombres,M,Mogán,35012,Total,_T,823,,,
2021 Tercer trimestre,2021-Q3,Mujeres,F,Mogán,35012,Total,_T,986,,,
2021 Segundo trimestre,2021-Q2,Hombres,M,Mogán,35012,Total,_T,1274,,,
2021 Segundo trimestre,2021-Q2,Mujeres,F,Mogán,35012,Total,_T,1406,,,
2021 Primer trimestre,2021-Q1,Hombres,M,Mogán,35012,Total,_T,1295,,,
2021 Primer trimestre,2021-Q1,Mujeres,F,Mogán,35012,Total,_T,1410,,,
2020 Cuarto trimestre,2020-Q4,Hombres,M,Mogán,35012,Total,_T,1241,,,
2020 Cuarto trimestre,2020-Q4,Mujeres,F,Mogán,35012,Total,_T,1336,,,
2020 Tercer trimestre,2020-Q3,Hombres,M,Mogán,35012,Total,_T,1062,,,
2020 Tercer trimestre,2020-Q3,Mujeres,F,Mogán,35012,Total,_T,1235,,,
2020 Segundo trimestre,2020-Q2,Hombres,M,Mogán,35012,Total,_T,1085,,,
2020 Segundo trimestre,2020-Q2,Mujeres,F,Mogán,35012,Total,_T,1214,,,
2020 Primer trimestre,2020-Q1,Hombres,M,Mogán,35012,Total,_T,762,,,
2020 Primer trimestre,2020-Q1,Mujeres,F,Mogán,35012,Total,_T,891,,,
2019 Cuarto trimestre,2019-Q4,Hombres,M,Mogán,35012,Total,_T,663,,,
2019 Cuarto trimestre,2019-Q4,Mujeres,F,Mogán,35012,Total,_T,778,,,
2019 Tercer trimestre,2019-Q3,Hombres,M,Mogán,35012,Total,_T,677,,,
2019 Tercer trimestre,2019-Q3,Mujeres,F,Mogán,35012,Total,_T,843,,,
2019 Segundo trimestre,2019-Q2,Hombres,M,Mogán,35012,Total,_T,722,,,
2019 Segundo trimestre,2019-Q2,Mujeres,F,Mogán,35012,Total,_T,888,,,
2019 Primer trimestre,2019-Q1,Hombres,M,Mogán,35012,Total,_T,707,,,
2019 Primer trimestre,2019-Q1,Mujeres,F,Mogán,35012,Total,_T,822,,,
2021 Cuarto trimestre,2021-Q4,Hombres,M,Moya,35013,Servicios,A4_04,201,,,
2021 Cuarto trimestre,2021-Q4,Mujeres,F,Moya,35013,Servicios,A4_04,400,,,
2021 Tercer trimestre,2021-Q3,Hombres,M,Moya,35013,Servicios,A4_04,190,,,
2021 Tercer trimestre,2021-Q3,Mujeres,F,Moya,35013,Servicios,A4_04,443,,,
2021 Segundo trimestre,2021-Q2,Hombres,M,Moya,35013,Servicios,A4_04,238,,,
2021 Segundo trimestre,2021-Q2,Mujeres,F,Moya,35013,Servicios,A4_04,480,,,
2021 Primer trimestre,2021-Q1,Hombres,M,Moya,35013,Servicios,A4_04,256,,,
2021 Primer trimestre,2021-Q1,Mujeres,F,Moya,35013,Servicios,A4_04,490,,,
2020 Cuarto trimestre,2020-Q4,Hombres,M,Moya,35013,Servicios,A4_04,242,,,
2020 Cuarto trimestre,2020-Q4,Mujeres,F,Moya,35013,Servicios,A4_04,469,,,
2020 Tercer trimestre,2020-Q3,Hombres,M,Moya,35013,Servicios,A4_04,229,,,
2020 Tercer trimestre,2020-Q3,Mujeres,F,Moya,35013,Servicios,A4_04,438,,,
2020 Segundo trimestre,2020-Q2,Hombres,M,Moya,35013,Servicios,A4_04,225,,,
2020 Segundo trimestre,2020-Q2,Mujeres,F,Moya,35013,Servicios,A4_04,476,,,
2020 Primer trimestre,2020-Q1,Hombres,M,Moya,35013,Servicios,A4_04,215,,,
2020 Primer trimestre,2020-Q1,Mujeres,F,Moya,35013,Servicios,A4_04,443,,,
2019 Cuarto trimestre,2019-Q4,Hombres,M,Moya,35013,Servicios,A4_04,210,,,
2019 Cuarto trimestre,2019-Q4,Mujeres,F,Moya,35013,Servicios,A4_04,418,,,
2019 Tercer trimestre,2019-Q3,Hombres,M,Moya,35013,Servicios,A4_04,196,,,
2019 Tercer trimestre,2019-Q3,Mujeres,F,Moya,35013,Servicios,A4_04,417,,,
2019 Segundo trimestre,2019-Q2,Hombres,M,Moya,35013,Servicios,A4_04,187,,,
2019 Segundo trimestre,2019-Q2,Mujeres,F,Moya,35013,Servicios,A4_04,419,,,
2019 Primer trimestre,2019-Q1,Hombres,M,Moya,35013,Servicios,A4_04,190,,,
2019 Primer trimestre,2019-Q1,Mujeres,F,Moya,35013,Servicios,A4_04,426,,,
2021 Cuarto trimestre,2021-Q4,Hombres,M,Moya,35013,"Agricultura, ganadería, silvicultura y pesca",A4_01,9,,,
2021 Cuarto trimestre,2021-Q4,Mujeres,F,Moya,35013,"Agricultura, ganadería, silvicultura y pesca",A4_01,13,,,
2021 Tercer trimestre,2021-Q3,Hombres,M,Moya,35013,"Agricultura, ganadería, silvicultura y pesca",A4_01,9,,,
2021 Tercer trimestre,2021-Q3,Mujeres,F,Moya,35013,"Agricultura, ganadería, silvicultura y pesca",A4_01,14,,,
2021 Segundo trimestre,2021-Q2,Hombres,M,Moya,35013,"Agricultura, ganadería, silvicultura y pesca",A4_01,13,,,
2021 Segundo trimestre,2021-Q2,Mujeres,F,Moya,35013,"Agricultura, ganadería, silvicultura y pesca",A4_01,15,,,
2021 Primer trimestre,2021-Q1,Hombres,M,Moya,35013,"Agricultura, ganadería, silvicultura y pesca",A4_01,13,,,
2021 Primer trimestre,2021-Q1,Mujeres,F,Moya,35013,"Agricultura, ganadería, silvicultura y pesca",A4_01,14,,,
2020 Cuarto trimestre,2020-Q4,Hombres,M,Moya,35013,"Agricultura, ganadería, silvicultura y pesca",A4_01,16,,,
2020 Cuarto trimestre,2020-Q4,Mujeres,F,Moya,35013,"Agricultura, ganadería, silvicultura y pesca",A4_01,14,,,
2020 Tercer trimestre,2020-Q3,Hombres,M,Moya,35013,"Agricultura, ganadería, silvicultura y pesca",A4_01,12,,,
2020 Tercer trimestre,2020-Q3,Mujeres,F,Moya,35013,"Agricultura, ganadería, silvicultura y pesca",A4_01,12,,,
2020 Segundo trimestre,2020-Q2,Hombres,M,Moya,35013,"Agricultura, ganadería, silvicultura y pesca",A4_01,15,,,
2020 Segundo trimestre,2020-Q2,Mujeres,F,Moya,35013,"Agricultura, ganadería, silvicultura y pesca",A4_01,14,,,
2020 Primer trimestre,2020-Q1,Hombres,M,Moya,35013,"Agricultura, ganadería, silvicultura y pesca",A4_01,9,,,
2020 Primer trimestre,2020-Q1,Mujeres,F,Moya,35013,"Agricultura, ganadería, silvicultura y pesca",A4_01,12,,,
2019 Cuarto trimestre,2019-Q4,Hombres,M,Moya,35013,"Agricultura, ganadería, silvicultura y pesca",A4_01,12,,,
2019 Cuarto trimestre,2019-Q4,Mujeres,F,Moya,35013,"Agricultura, ganadería, silvicultura y pesca",A4_01,13,,,
2019 Tercer trimestre,2019-Q3,Hombres,M,Moya,35013,"Agricultura, ganadería, silvicultura y pesca",A4_01,16,,,
2019 Tercer trimestre,2019-Q3,Mujeres,F,Moya,35013,"Agricultura, ganadería, silvicultura y pesca",A4_01,13,,,
2019 Segundo trimestre,2019-Q2,Hombres,M,Moya,35013,"Agricultura, ganadería, silvicultura y pesca",A4_01,15,,,
2019 Segundo trimestre,2019-Q2,Mujeres,F,Moya,35013,"Agricultura, ganadería, silvicultura y pesca",A4_01,13,,,
2019 Primer trimestre,2019-Q1,Hombres,M,Moya,35013,"Agricultura, ganadería, silvicultura y pesca",A4_01,15,,,
2019 Primer trimestre,2019-Q1,Mujeres,F,Moya,35013,"Agricultura, ganadería, silvicultura y pesca",A4_01,15,,,
2021 Cuarto trimestre,2021-Q4,Hombres,M,Moya,35013,Industria,A4_02,19,,,
2021 Cuarto trimestre,2021-Q4,Mujeres,F,Moya,35013,Industria,A4_02,15,,,
2021 Tercer trimestre,2021-Q3,Hombres,M,Moya,35013,Industria,A4_02,25,,,
2021 Tercer trimestre,2021-Q3,Mujeres,F,Moya,35013,Industria,A4_02,18,,,
2021 Segundo trimestre,2021-Q2,Hombres,M,Moya,35013,Industria,A4_02,27,,,
2021 Segundo trimestre,2021-Q2,Mujeres,F,Moya,35013,Industria,A4_02,20,,,
2021 Primer trimestre,2021-Q1,Hombres,M,Moya,35013,Industria,A4_02,28,,,
2021 Primer trimestre,2021-Q1,Mujeres,F,Moya,35013,Industria,A4_02,22,,,
2020 Cuarto trimestre,2020-Q4,Hombres,M,Moya,35013,Industria,A4_02,27,,,
2020 Cuarto trimestre,2020-Q4,Mujeres,F,Moya,35013,Industria,A4_02,24,,,
2020 Tercer trimestre,2020-Q3,Hombres,M,Moya,35013,Industria,A4_02,26,,,
2020 Tercer trimestre,2020-Q3,Mujeres,F,Moya,35013,Industria,A4_02,26,,,
2020 Segundo trimestre,2020-Q2,Hombres,M,Moya,35013,Industria,A4_02,23,,,
2020 Segundo trimestre,2020-Q2,Mujeres,F,Moya,35013,Industria,A4_02,24,,,
2020 Primer trimestre,2020-Q1,Hombres,M,Moya,35013,Industria,A4_02,21,,,
2020 Primer trimestre,2020-Q1,Mujeres,F,Moya,35013,Industria,A4_02,23,,,
2019 Cuarto trimestre,2019-Q4,Hombres,M,Moya,35013,Industria,A4_02,25,,,
2019 Cuarto trimestre,2019-Q4,Mujeres,F,Moya,35013,Industria,A4_02,22,,,
2019 Tercer trimestre,2019-Q3,Hombres,M,Moya,35013,Industria,A4_02,25,,,
2019 Tercer trimestre,2019-Q3,Mujeres,F,Moya,35013,Industria,A4_02,18,,,
2019 Segundo trimestre,2019-Q2,Hombres,M,Moya,35013,Industria,A4_02,23,,,
2019 Segundo trimestre,2019-Q2,Mujeres,F,Moya,35013,Industria,A4_02,23,,,
2019 Primer trimestre,2019-Q1,Hombres,M,Moya,35013,Industria,A4_02,20,,,
2019 Primer trimestre,2019-Q1,Mujeres,F,Moya,35013,Industria,A4_02,21,,,
2021 Cuarto trimestre,2021-Q4,Hombres,M,Moya,35013,Dato desconocido,_U,42,,,
2021 Cuarto trimestre,2021-Q4,Mujeres,F,Moya,35013,Dato desconocido,_U,68,,,
2021 Tercer trimestre,2021-Q3,Hombres,M,Moya,35013,Dato desconocido,_U,32,,,
2021 Tercer trimestre,2021-Q3,Mujeres,F,Moya,35013,Dato desconocido,_U,77,,,
2021 Segundo trimestre,2021-Q2,Hombres,M,Moya,35013,Dato desconocido,_U,53,,,
2021 Segundo trimestre,2021-Q2,Mujeres,F,Moya,35013,Dato desconocido,_U,89,,,
2021 Primer trimestre,2021-Q1,Hombres,M,Moya,35013,Dato desconocido,_U,53,,,
2021 Primer trimestre,2021-Q1,Mujeres,F,Moya,35013,Dato desconocido,_U,86,,,
2020 Cuarto trimestre,2020-Q4,Hombres,M,Moya,35013,Dato desconocido,_U,49,,,
2020 Cuarto trimestre,2020-Q4,Mujeres,F,Moya,35013,Dato desconocido,_U,80,,,
2020 Tercer trimestre,2020-Q3,Hombres,M,Moya,35013,Dato desconocido,_U,40,,,
2020 Tercer trimestre,2020-Q3,Mujeres,F,Moya,35013,Dato desconocido,_U,80,,,
2020 Segundo trimestre,2020-Q2,Hombres,M,Moya,35013,Dato desconocido,_U,28,,,
2020 Segundo trimestre,2020-Q2,Mujeres,F,Moya,35013,Dato desconocido,_U,70,,,
2020 Primer trimestre,2020-Q1,Hombres,M,Moya,35013,Dato desconocido,_U,26,,,
2020 Primer trimestre,2020-Q1,Mujeres,F,Moya,35013,Dato desconocido,_U,61,,,
2019 Cuarto trimestre,2019-Q4,Hombres,M,Moya,35013,Dato desconocido,_U,28,,,
2019 Cuarto trimestre,2019-Q4,Mujeres,F,Moya,35013,Dato desconocido,_U,66,,,
2019 Tercer trimestre,2019-Q3,Hombres,M,Moya,35013,Dato desconocido,_U,35,,,
2019 Tercer trimestre,2019-Q3,Mujeres,F,Moya,35013,Dato desconocido,_U,70,,,
2019 Segundo trimestre,2019-Q2,Hombres,M,Moya,35013,Dato desconocido,_U,34,,,
2019 Segundo trimestre,2019-Q2,Mujeres,F,Moya,35013,Dato desconocido,_U,71,,,
2019 Primer trimestre,2019-Q1,Hombres,M,Moya,35013,Dato desconocido,_U,29,,,
2019 Primer trimestre,2019-Q1,Mujeres,F,Moya,35013,Dato desconocido,_U,70,,,
2021 Cuarto trimestre,2021-Q4,Hombres,M,Moya,35013,Construcción,A4_03,87,,,
2021 Cuarto trimestre,2021-Q4,Mujeres,F,Moya,35013,Construcción,A4_03,9,,,
2021 Tercer trimestre,2021-Q3,Hombres,M,Moya,35013,Construcción,A4_03,96,,,
2021 Tercer trimestre,2021-Q3,Mujeres,F,Moya,35013,Construcción,A4_03,12,,,
2021 Segundo trimestre,2021-Q2,Hombres,M,Moya,35013,Construcción,A4_03,95,,,
2021 Segundo trimestre,2021-Q2,Mujeres,F,Moya,35013,Construcción,A4_03,14,,,
2021 Primer trimestre,2021-Q1,Hombres,M,Moya,35013,Construcción,A4_03,109,,,
2021 Primer trimestre,2021-Q1,Mujeres,F,Moya,35013,Construcción,A4_03,13,,,
2020 Cuarto trimestre,2020-Q4,Hombres,M,Moya,35013,Construcción,A4_03,113,,,
2020 Cuarto trimestre,2020-Q4,Mujeres,F,Moya,35013,Construcción,A4_03,12,,,
2020 Tercer trimestre,2020-Q3,Hombres,M,Moya,35013,Construcción,A4_03,113,,,
2020 Tercer trimestre,2020-Q3,Mujeres,F,Moya,35013,Construcción,A4_03,14,,,
2020 Segundo trimestre,2020-Q2,Hombres,M,Moya,35013,Construcción,A4_03,111,,,
2020 Segundo trimestre,2020-Q2,Mujeres,F,Moya,35013,Construcción,A4_03,12,,,
2020 Primer trimestre,2020-Q1,Hombres,M,Moya,35013,Construcción,A4_03,100,,,
2020 Primer trimestre,2020-Q1,Mujeres,F,Moya,35013,Construcción,A4_03,11,,,
2019 Cuarto trimestre,2019-Q4,Hombres,M,Moya,35013,Construcción,A4_03,93,,,
2019 Cuarto trimestre,2019-Q4,Mujeres,F,Moya,35013,Construcción,A4_03,7,,,
2019 Tercer trimestre,2019-Q3,Hombres,M,Moya,35013,Construcción,A4_03,87,,,
2019 Tercer trimestre,2019-Q3,Mujeres,F,Moya,35013,Construcción,A4_03,6,,,
2019 Segundo trimestre,2019-Q2,Hombres,M,Moya,35013,Construcción,A4_03,86,,,
2019 Segundo trimestre,2019-Q2,Mujeres,F,Moya,35013,Construcción,A4_03,8,,,
2019 Primer trimestre,2019-Q1,Hombres,M,Moya,35013,Construcción,A4_03,91,,,
2019 Primer trimestre,2019-Q1,Mujeres,F,Moya,35013,Construcción,A4_03,7,,,
2021 Cuarto trimestre,2021-Q4,Hombres,M,Moya,35013,Total,_T,358,,,
2021 Cuarto trimestre,2021-Q4,Mujeres,F,Moya,35013,Total,_T,505,,,
2021 Tercer trimestre,2021-Q3,Hombres,M,Moya,35013,Total,_T,352,,,
2021 Tercer trimestre,2021-Q3,Mujeres,F,Moya,35013,Total,_T,564,,,
2021 Segundo trimestre,2021-Q2,Hombres,M,Moya,35013,Total,_T,426,,,
2021 Segundo trimestre,2021-Q2,Mujeres,F,Moya,35013,Total,_T,618,,,
2021 Primer trimestre,2021-Q1,Hombres,M,Moya,35013,Total,_T,459,,,
2021 Primer trimestre,2021-Q1,Mujeres,F,Moya,35013,Total,_T,625,,,
2020 Cuarto trimestre,2020-Q4,Hombres,M,Moya,35013,Total,_T,447,,,
2020 Cuarto trimestre,2020-Q4,Mujeres,F,Moya,35013,Total,_T,599,,,
2020 Tercer trimestre,2020-Q3,Hombres,M,Moya,35013,Total,_T,420,,,
2020 Tercer trimestre,2020-Q3,Mujeres,F,Moya,35013,Total,_T,570,,,
2020 Segundo trimestre,2020-Q2,Hombres,M,Moya,35013,Total,_T,402,,,
2020 Segundo trimestre,2020-Q2,Mujeres,F,Moya,35013,Total,_T,596,,,
2020 Primer trimestre,2020-Q1,Hombres,M,Moya,35013,Total,_T,371,,,
2020 Primer trimestre,2020-Q1,Mujeres,F,Moya,35013,Total,_T,550,,,
2019 Cuarto trimestre,2019-Q4,Hombres,M,Moya,35013,Total,_T,368,,,
2019 Cuarto trimestre,2019-Q4,Mujeres,F,Moya,35013,Total,_T,526,,,
2019 Tercer trimestre,2019-Q3,Hombres,M,Moya,35013,Total,_T,359,,,
2019 Tercer trimestre,2019-Q3,Mujeres,F,Moya,35013,Total,_T,524,,,
2019 Segundo trimestre,2019-Q2,Hombres,M,Moya,35013,Total,_T,345,,,
2019 Segundo trimestre,2019-Q2,Mujeres,F,Moya,35013,Total,_T,534,,,
2019 Primer trimestre,2019-Q1,Hombres,M,Moya,35013,Total,_T,345,,,
2019 Primer trimestre,2019-Q1,Mujeres,F,Moya,35013,Total,_T,539,,,
2021 Cuarto trimestre,2021-Q4,Hombres,M,Las Palmas de Gran Canaria,35016,Servicios,A4_04,10822,,,
2021 Cuarto trimestre,2021-Q4,Mujeres,F,Las Palmas de Gran Canaria,35016,Servicios,A4_04,18288,,,
2021 Tercer trimestre,2021-Q3,Hombres,M,Las Palmas de Gran Canaria,35016,Servicios,A4_04,11211,,,
2021 Tercer trimestre,2021-Q3,Mujeres,F,Las Palmas de Gran Canaria,35016,Servicios,A4_04,19006,,,
2021 Segundo trimestre,2021-Q2,Hombres,M,Las Palmas de Gran Canaria,35016,Servicios,A4_04,14214,,,
2021 Segundo trimestre,2021-Q2,Mujeres,F,Las Palmas de Gran Canaria,35016,Servicios,A4_04,22474,,,
2021 Primer trimestre,2021-Q1,Hombres,M,Las Palmas de Gran Canaria,35016,Servicios,A4_04,14512,,,
2021 Primer trimestre,2021-Q1,Mujeres,F,Las Palmas de Gran Canaria,35016,Servicios,A4_04,22497,,,
2020 Cuarto trimestre,2020-Q4,Hombres,M,Las Palmas de Gran Canaria,35016,Servicios,A4_04,13720,,,
2020 Cuarto trimestre,2020-Q4,Mujeres,F,Las Palmas de Gran Canaria,35016,Servicios,A4_04,21525,,,
2020 Tercer trimestre,2020-Q3,Hombres,M,Las Palmas de Gran Canaria,35016,Servicios,A4_04,13528,,,
2020 Tercer trimestre,2020-Q3,Mujeres,F,Las Palmas de Gran Canaria,35016,Servicios,A4_04,21289,,,
2020 Segundo trimestre,2020-Q2,Hombres,M,Las Palmas de Gran Canaria,35016,Servicios,A4_04,13948,,,
2020 Segundo trimestre,2020-Q2,Mujeres,F,Las Palmas de Gran Canaria,35016,Servicios,A4_04,21969,,,
2020 Primer trimestre,2020-Q1,Hombres,M,Las Palmas de Gran Canaria,35016,Servicios,A4_04,12186,,,
2020 Primer trimestre,2020-Q1,Mujeres,F,Las Palmas de Gran Canaria,35016,Servicios,A4_04,19773,,,
2019 Cuarto trimestre,2019-Q4,Hombres,M,Las Palmas de Gran Canaria,35016,Servicios,A4_04,11129,,,
2019 Cuarto trimestre,2019-Q4,Mujeres,F,Las Palmas de Gran Canaria,35016,Servicios,A4_04,18540,,,
2019 Tercer trimestre,2019-Q3,Hombres,M,Las Palmas de Gran Canaria,35016,Servicios,A4_04,10966,,,
2019 Tercer trimestre,2019-Q3,Mujeres,F,Las Palmas de Gran Canaria,35016,Servicios,A4_04,18888,,,
2019 Segundo trimestre,2019-Q2,Hombres,M,Las Palmas de Gran Canaria,35016,Servicios,A4_04,11114,,,
2019 Segundo trimestre,2019-Q2,Mujeres,F,Las Palmas de Gran Canaria,35016,Servicios,A4_04,18909,,,
2019 Primer trimestre,2019-Q1,Hombres,M,Las Palmas de Gran Canaria,35016,Servicios,A4_04,11555,,,
2019 Primer trimestre,2019-Q1,Mujeres,F,Las Palmas de Gran Canaria,35016,Servicios,A4_04,19035,,,
2021 Cuarto trimestre,2021-Q4,Hombres,M,Las Palmas de Gran Canaria,35016,"Agricultura, ganadería, silvicultura y pesca",A4_01,237,,,
2021 Cuarto trimestre,2021-Q4,Mujeres,F,Las Palmas de Gran Canaria,35016,"Agricultura, ganadería, silvicultura y pesca",A4_01,147,,,
2021 Tercer trimestre,2021-Q3,Hombres,M,Las Palmas de Gran Canaria,35016,"Agricultura, ganadería, silvicultura y pesca",A4_01,236,,,
2021 Tercer trimestre,2021-Q3,Mujeres,F,Las Palmas de Gran Canaria,35016,"Agricultura, ganadería, silvicultura y pesca",A4_01,141,,,
2021 Segundo trimestre,2021-Q2,Hombres,M,Las Palmas de Gran Canaria,35016,"Agricultura, ganadería, silvicultura y pesca",A4_01,298,,,
2021 Segundo trimestre,2021-Q2,Mujeres,F,Las Palmas de Gran Canaria,35016,"Agricultura, ganadería, silvicultura y pesca",A4_01,173,,,
2021 Primer trimestre,2021-Q1,Hombres,M,Las Palmas de Gran Canaria,35016,"Agricultura, ganadería, silvicultura y pesca",A4_01,282,,,
2021 Primer trimestre,2021-Q1,Mujeres,F,Las Palmas de Gran Canaria,35016,"Agricultura, ganadería, silvicultura y pesca",A4_01,166,,,
2020 Cuarto trimestre,2020-Q4,Hombres,M,Las Palmas de Gran Canaria,35016,"Agricultura, ganadería, silvicultura y pesca",A4_01,290,,,
2020 Cuarto trimestre,2020-Q4,Mujeres,F,Las Palmas de Gran Canaria,35016,"Agricultura, ganadería, silvicultura y pesca",A4_01,143,,,
2020 Tercer trimestre,2020-Q3,Hombres,M,Las Palmas de Gran Canaria,35016,"Agricultura, ganadería, silvicultura y pesca",A4_01,281,,,
2020 Tercer trimestre,2020-Q3,Mujeres,F,Las Palmas de Gran Canaria,35016,"Agricultura, ganadería, silvicultura y pesca",A4_01,141,,,
2020 Segundo trimestre,2020-Q2,Hombres,M,Las Palmas de Gran Canaria,35016,"Agricultura, ganadería, silvicultura y pesca",A4_01,277,,,
