TIME_PERIOD#es,TIME_PERIOD_CODE,SEXO#es,SEXO_CODE,TERRITORIO#es,TERRITORIO_CODE,ACTIVIDAD_ECONOMICA#es,ACTIVIDAD_ECONOMICA_CODE,OBS_VALUE,NOTAS_OBSERVACION#es,CONFIDENCIALIDAD_OBSERVACION#es,ESTADO_OBSERVACION#es
2021 Primer trimestre,2021-Q1,Mujeres,F,Alajeró,38003,Servicios,A4_04,329,,,
2021 Primer trimestre,2021-Q1,Hombres,M,Alajeró,38003,Servicios,A4_04,297,,,
2021 Primer trimestre,2021-Q1,Total,_T,Alajeró,38003,Servicios,A4_04,626,,,
2020 Cuarto trimestre,2020-Q4,Mujeres,F,Alajeró,38003,Servicios,A4_04,325,,,
2020 Cuarto trimestre,2020-Q4,Hombres,M,Alajeró,38003,Servicios,A4_04,299,,,
2020 Cuarto trimestre,2020-Q4,Total,_T,Alajeró,38003,Servicios,A4_04,624,,,
2020 Tercer trimestre,2020-Q3,Mujeres,F,Alajeró,38003,Servicios,A4_04,322,,,
2020 Tercer trimestre,2020-Q3,Hombres,M,Alajeró,38003,Servicios,A4_04,301,,,
2020 Tercer trimestre,2020-Q3,Total,_T,Alajeró,38003,Servicios,A4_04,623,,,
2020 Segundo trimestre,2020-Q2,Mujeres,F,Alajeró,38003,Servicios,A4_04,327,,,
2020 Segundo trimestre,2020-Q2,Hombres,M,Alajeró,38003,Servicios,A4_04,289,,,
2020 Segundo trimestre,2020-Q2,Total,_T,Alajeró,38003,Servicios,A4_04,616,,,
2020 Primer trimestre,2020-Q1,Mujeres,F,Alajeró,38003,Servicios,A4_04,336,,,
2020 Primer trimestre,2020-Q1,Hombres,M,Alajeró,38003,Servicios,A4_04,292,,,
2020 Primer trimestre,2020-Q1,Total,_T,Alajeró,38003,Servicios,A4_04,628,,,
2019 Cuarto trimestre,2019-Q4,Mujeres,F,Alajeró,38003,Servicios,A4_04,333,,,
2019 Cuarto trimestre,2019-Q4,Hombres,M,Alajeró,38003,Servicios,A4_04,307,,,
2019 Cuarto trimestre,2019-Q4,Total,_T,Alajeró,38003,Servicios,A4_04,640,,,
2019 Tercer trimestre,2019-Q3,Mujeres,F,Alajeró,38003,Servicios,A4_04,322,,,
2019 Tercer trimestre,2019-Q3,Hombres,M,Alajeró,38003,Servicios,A4_04,305,,,
2019 Tercer trimestre,2019-Q3,Total,_T,Alajeró,38003,Servicios,A4_04,627,,,
2019 Segundo trimestre,2019-Q2,Mujeres,F,Alajeró,38003,Servicios,A4_04,311,,,
2019 Segundo trimestre,2019-Q2,Hombres,M,Alajeró,38003,Servicios,A4_04,311,,,
2019 Segundo trimestre,2019-Q2,Total,_T,Alajeró,38003,Servicios,A4_04,622,,,
2019 Primer trimestre,2019-Q1,Mujeres,F,Alajeró,38003,Servicios,A4_04,325,,,
2019 Primer trimestre,2019-Q1,Hombres,M,Alajeró,38003,Servicios,A4_04,325,,,
2019 Primer trimestre,2019-Q1,Total,_T,Alajeró,38003,Servicios,A4_04,650,,,
2021 Cuarto trimestre,2021-Q4,Mujeres,F,Alajeró,38003,"Agricultura, ganadería, silvicultura y pesca",A4_01,6,,,
2021 Cuarto trimestre,2021-Q4,Hombres,M,Alajeró,38003,"Agricultura, ganadería, silvicultura y pesca",A4_01,31,,,
2021 Cuarto trimestre,2021-Q4,Total,_T,Alajeró,38003,"Agricultura, ganadería, silvicultura y pesca",A4_01,37,,,
2021 Tercer trimestre,2021-Q3,Mujeres,F,Alajeró,38003,"Agricultura, ganadería, silvicultura y pesca",A4_01,0,,,
2021 Tercer trimestre,2021-Q3,Hombres,M,Alajeró,38003,"Agricultura, ganadería, silvicultura y pesca",A4_01,25,,,
2021 Tercer trimestre,2021-Q3,Total,_T,Alajeró,38003,"Agricultura, ganadería, silvicultura y pesca",A4_01,25,,,
2021 Segundo trimestre,2021-Q2,Mujeres,F,Alajeró,38003,"Agricultura, ganadería, silvicultura y pesca",A4_01,7,,,
2021 Segundo trimestre,2021-Q2,Hombres,M,Alajeró,38003,"Agricultura, ganadería, silvicultura y pesca",A4_01,42,,,
2021 Segundo trimestre,2021-Q2,Total,_T,Alajeró,38003,"Agricultura, ganadería, silvicultura y pesca",A4_01,49,,,
2021 Primer trimestre,2021-Q1,Mujeres,F,Alajeró,38003,"Agricultura, ganadería, silvicultura y pesca",A4_01,6,,,
2021 Primer trimestre,2021-Q1,Hombres,M,Alajeró,38003,"Agricultura, ganadería, silvicultura y pesca",A4_01,41,,,
2021 Primer trimestre,2021-Q1,Total,_T,Alajeró,38003,"Agricultura, ganadería, silvicultura y pesca",A4_01,47,,,
2020 Cuarto trimestre,2020-Q4,Mujeres,F,Alajeró,38003,"Agricultura, ganadería, silvicultura y pesca",A4_01,0,,,
2020 Cuarto trimestre,2020-Q4,Hombres,M,Alajeró,38003,"Agricultura, ganadería, silvicultura y pesca",A4_01,19,,,
2020 Cuarto trimestre,2020-Q4,Total,_T,Alajeró,38003,"Agricultura, ganadería, silvicultura y pesca",A4_01,19,,,
2020 Tercer trimestre,2020-Q3,Mujeres,F,Alajeró,38003,"Agricultura, ganadería, silvicultura y pesca",A4_01,0,,,
2020 Tercer trimestre,2020-Q3,Hombres,M,Alajeró,38003,"Agricultura, ganadería, silvicultura y pesca",A4_01,21,,,
2020 Tercer trimestre,2020-Q3,Total,_T,Alajeró,38003,"Agricultura, ganadería, silvicultura y pesca",A4_01,21,,,
2020 Segundo trimestre,2020-Q2,Mujeres,F,Alajeró,38003,"Agricultura, ganadería, silvicultura y pesca",A4_01,8,,,
2020 Segundo trimestre,2020-Q2,Hombres,M,Alajeró,38003,"Agricultura, ganadería, silvicultura y pesca",A4_01,33,,,
2020 Segundo trimestre,2020-Q2,Total,_T,Alajeró,38003,"Agricultura, ganadería, silvicultura y pesca",A4_01,41,,,
2020 Primer trimestre,2020-Q1,Mujeres,F,Alajeró,38003,"Agricultura, ganadería, silvicultura y pesca",A4_01,7,,,
2020 Primer trimestre,2020-Q1,Hombres,M,Alajeró,38003,"Agricultura, ganadería, silvicultura y pesca",A4_01,33,,,
2020 Primer trimestre,2020-Q1,Total,_T,Alajeró,38003,"Agricultura, ganadería, silvicultura y pesca",A4_01,40,,,
2019 Cuarto trimestre,2019-Q4,Mujeres,F,Alajeró,38003,"Agricultura, ganadería, silvicultura y pesca",A4_01,0,,,
2019 Cuarto trimestre,2019-Q4,Hombres,M,Alajeró,38003,"Agricultura, ganadería, silvicultura y pesca",A4_01,14,,,
2019 Cuarto trimestre,2019-Q4,Total,_T,Alajeró,38003,"Agricultura, ganadería, silvicultura y pesca",A4_01,14,,,
2019 Tercer trimestre,2019-Q3,Mujeres,F,Alajeró,38003,"Agricultura, ganadería, silvicultura y pesca",A4_01,2,,,
2019 Tercer trimestre,2019-Q3,Hombres,M,Alajeró,38003,"Agricultura, ganadería, silvicultura y pesca",A4_01,21,,,
2019 Tercer trimestre,2019-Q3,Total,_T,Alajeró,38003,"Agricultura, ganadería, silvicultura y pesca",A4_01,23,,,
2019 Segundo trimestre,2019-Q2,Mujeres,F,Alajeró,38003,"Agricultura, ganadería, silvicultura y pesca",A4_01,7,,,
2019 Segundo trimestre,2019-Q2,Hombres,M,Alajeró,38003,"Agricultura, ganadería, silvicultura y pesca",A4_01,24,,,
2019 Segundo trimestre,2019-Q2,Total,_T,Alajeró,38003,"Agricultura, ganadería, silvicultura y pesca",A4_01,31,,,
2019 Primer trimestre,2019-Q1,Mujeres,F,Alajeró,38003,"Agricultura, ganadería, silvicultura y pesca",A4_01,11,,,
2019 Primer trimestre,2019-Q1,Hombres,M,Alajeró,38003,"Agricultura, ganadería, silvicultura y pesca",A4_01,27,,,
2019 Primer trimestre,2019-Q1,Total,_T,Alajeró,38003,"Agricultura, ganadería, silvicultura y pesca",A4_01,38,,,
2021 Cuarto trimestre,2021-Q4,Mujeres,F,Alajeró,38003,Industria,A4_02,4,,,
2021 Cuarto trimestre,2021-Q4,Hombres,M,Alajeró,38003,Industria,A4_02,11,,,
2021 Cuarto trimestre,2021-Q4,Total,_T,Alajeró,38003,Industria,A4_02,15,,,
2021 Tercer trimestre,2021-Q3,Mujeres,F,Alajeró,38003,Industria,A4_02,3,,,
2021 Tercer trimestre,2021-Q3,Hombres,M,Alajeró,38003,Industria,A4_02,14,,,
2021 Tercer trimestre,2021-Q3,Total,_T,Alajeró,38003,Industria,A4_02,17,,,
2021 Segundo trimestre,2021-Q2,Mujeres,F,Alajeró,38003,Industria,A4_02,3,,,
2021 Segundo trimestre,2021-Q2,Hombres,M,Alajeró,38003,Industria,A4_02,10,,,
2021 Segundo trimestre,2021-Q2,Total,_T,Alajeró,38003,Industria,A4_02,13,,,
2021 Primer trimestre,2021-Q1,Mujeres,F,Alajeró,38003,Industria,A4_02,3,,,
2021 Primer trimestre,2021-Q1,Hombres,M,Alajeró,38003,Industria,A4_02,11,,,
2021 Primer trimestre,2021-Q1,Total,_T,Alajeró,38003,Industria,A4_02,14,,,
2020 Cuarto trimestre,2020-Q4,Mujeres,F,Alajeró,38003,Industria,A4_02,3,,,
2020 Cuarto trimestre,2020-Q4,Hombres,M,Alajeró,38003,Industria,A4_02,10,,,
2020 Cuarto trimestre,2020-Q4,Total,_T,Alajeró,38003,Industria,A4_02,13,,,
2020 Tercer trimestre,2020-Q3,Mujeres,F,Alajeró,38003,Industria,A4_02,3,,,
2020 Tercer trimestre,2020-Q3,Hombres,M,Alajeró,38003,Industria,A4_02,8,,,
2020 Tercer trimestre,2020-Q3,Total,_T,Alajeró,38003,Industria,A4_02,11,,,
2020 Segundo trimestre,2020-Q2,Mujeres,F,Alajeró,38003,Industria,A4_02,3,,,
2020 Segundo trimestre,2020-Q2,Hombres,M,Alajeró,38003,Industria,A4_02,7,,,
2020 Segundo trimestre,2020-Q2,Total,_T,Alajeró,38003,Industria,A4_02,10,,,
2020 Primer trimestre,2020-Q1,Mujeres,F,Alajeró,38003,Industria,A4_02,3,,,
2020 Primer trimestre,2020-Q1,Hombres,M,Alajeró,38003,Industria,A4_02,7,,,
2020 Primer trimestre,2020-Q1,Total,_T,Alajeró,38003,Industria,A4_02,10,,,
2019 Cuarto trimestre,2019-Q4,Mujeres,F,Alajeró,38003,Industria,A4_02,4,,,
2019 Cuarto trimestre,2019-Q4,Hombres,M,Alajeró,38003,Industria,A4_02,9,,,
2019 Cuarto trimestre,2019-Q4,Total,_T,Alajeró,38003,Industria,A4_02,13,,,
2019 Tercer trimestre,2019-Q3,Mujeres,F,Alajeró,38003,Industria,A4_02,4,,,
2019 Tercer trimestre,2019-Q3,Hombres,M,Alajeró,38003,Industria,A4_02,8,,,
2019 Tercer trimestre,2019-Q3,Total,_T,Alajeró,38003,Industria,A4_02,12,,,
2019 Segundo trimestre,2019-Q2,Mujeres,F,Alajeró,38003,Industria,A4_02,5,,,
2019 Segundo trimestre,2019-Q2,Hombres,M,Alajeró,38003,Industria,A4_02,9,,,
2019 Segundo trimestre,2019-Q2,Total,_T,Alajeró,38003,Industria,A4_02,14,,,
2019 Primer trimestre,2019-Q1,Mujeres,F,Alajeró,38003,Industria,A4_02,5,,,
2019 Primer trimestre,2019-Q1,Hombres,M,Alajeró,38003,Industria,A4_02,7,,,
2019 Primer trimestre,2019-Q1,Total,_T,Alajeró,38003,Industria,A4_02,12,,,
2021 Cuarto trimestre,2021-Q4,Mujeres,F,Alajeró,38003,Dato desconocido,_U,4,,,
2021 Cuarto trimestre,2021-Q4,Hombres,M,Alajeró,38003,Dato desconocido,_U,0,,,
2021 Cuarto trimestre,2021-Q4,Total,_T,Alajeró,38003,Dato desconocido,_U,4,,,
2021 Tercer trimestre,2021-Q3,Mujeres,F,Alajeró,38003,Dato desconocido,_U,2,,,
2021 Tercer trimestre,2021-Q3,Hombres,M,Alajeró,38003,Dato desconocido,_U,0,,,
2021 Tercer trimestre,2021-Q3,Total,_T,Alajeró,38003,Dato desconocido,_U,2,,,
2021 Segundo trimestre,2021-Q2,Mujeres,F,Alajeró,38003,Dato desconocido,_U,2,,,
2021 Segundo trimestre,2021-Q2,Hombres,M,Alajeró,38003,Dato desconocido,_U,0,,,
2021 Segundo trimestre,2021-Q2,Total,_T,Alajeró,38003,Dato desconocido,_U,2,,,
2021 Primer trimestre,2021-Q1,Mujeres,F,Alajeró,38003,Dato desconocido,_U,2,,,
2021 Primer trimestre,2021-Q1,Hombres,M,Alajeró,38003,Dato desconocido,_U,0,,,
2021 Primer trimestre,2021-Q1,Total,_T,Alajeró,38003,Dato desconocido,_U,2,,,
2020 Cuarto trimestre,2020-Q4,Mujeres,F,Alajeró,38003,Dato desconocido,_U,2,,,
2020 Cuarto trimestre,2020-Q4,Hombres,M,Alajeró,38003,Dato desconocido,_U,0,,,
2020 Cuarto trimestre,2020-Q4,Total,_T,Alajeró,38003,Dato desconocido,_U,2,,,
2020 Tercer trimestre,2020-Q3,Mujeres,F,Alajeró,38003,Dato desconocido,_U,2,,,
2020 Tercer trimestre,2020-Q3,Hombres,M,Alajeró,38003,Dato desconocido,_U,0,,,
2020 Tercer trimestre,2020-Q3,Total,_T,Alajeró,38003,Dato desconocido,_U,2,,,
2020 Segundo trimestre,2020-Q2,Mujeres,F,Alajeró,38003,Dato desconocido,_U,2,,,
2020 Segundo trimestre,2020-Q2,Hombres,M,Alajeró,38003,Dato desconocido,_U,0,,,
2020 Segundo trimestre,2020-Q2,Total,_T,Alajeró,38003,Dato desconocido,_U,2,,,
2020 Primer trimestre,2020-Q1,Mujeres,F,Alajeró,38003,Dato desconocido,_U,2,,,
2020 Primer trimestre,2020-Q1,Hombres,M,Alajeró,38003,Dato desconocido,_U,0,,,
2020 Primer trimestre,2020-Q1,Total,_T,Alajeró,38003,Dato desconocido,_U,2,,,
2019 Cuarto trimestre,2019-Q4,Mujeres,F,Alajeró,38003,Dato desconocido,_U,2,,,
2019 Cuarto trimestre,2019-Q4,Hombres,M,Alajeró,38003,Dato desconocido,_U,0,,,
2019 Cuarto trimestre,2019-Q4,Total,_T,Alajeró,38003,Dato desconocido,_U,2,,,
2019 Tercer trimestre,2019-Q3,Mujeres,F,Alajeró,38003,Dato desconocido,_U,2,,,
2019 Tercer trimestre,2019-Q3,Hombres,M,Alajeró,38003,Dato desconocido,_U,0,,,
2019 Tercer trimestre,2019-Q3,Total,_T,Alajeró,38003,Dato desconocido,_U,2,,,
2019 Segundo trimestre,2019-Q2,Mujeres,F,Alajeró,38003,Dato desconocido,_U,2,,,
2019 Segundo trimestre,2019-Q2,Hombres,M,Alajeró,38003,Dato desconocido,_U,0,,,
2019 Segundo trimestre,2019-Q2,Total,_T,Alajeró,38003,Dato desconocido,_U,2,,,
2019 Primer trimestre,2019-Q1,Mujeres,F,Alajeró,38003,Dato desconocido,_U,1,,,
2019 Primer trimestre,2019-Q1,Hombres,M,Alajeró,38003,Dato desconocido,_U,0,,,
2019 Primer trimestre,2019-Q1,Total,_T,Alajeró,38003,Dato desconocido,_U,1,,,
2021 Cuarto trimestre,2021-Q4,Mujeres,F,Alajeró,38003,Construcción,A4_03,8,,,
2021 Cuarto trimestre,2021-Q4,Hombres,M,Alajeró,38003,Construcción,A4_03,67,,,
2021 Cuarto trimestre,2021-Q4,Total,_T,Alajeró,38003,Construcción,A4_03,75,,,
2021 Tercer trimestre,2021-Q3,Mujeres,F,Alajeró,38003,Construcción,A4_03,6,,,
2021 Tercer trimestre,2021-Q3,Hombres,M,Alajeró,38003,Construcción,A4_03,72,,,
2021 Tercer trimestre,2021-Q3,Total,_T,Alajeró,38003,Construcción,A4_03,78,,,
2021 Segundo trimestre,2021-Q2,Mujeres,F,Alajeró,38003,Construcción,A4_03,3,,,
2021 Segundo trimestre,2021-Q2,Hombres,M,Alajeró,38003,Construcción,A4_03,73,,,
2021 Segundo trimestre,2021-Q2,Total,_T,Alajeró,38003,Construcción,A4_03,76,,,
2021 Primer trimestre,2021-Q1,Mujeres,F,Alajeró,38003,Construcción,A4_03,4,,,
2021 Primer trimestre,2021-Q1,Hombres,M,Alajeró,38003,Construcción,A4_03,70,,,
2021 Primer trimestre,2021-Q1,Total,_T,Alajeró,38003,Construcción,A4_03,74,,,
2020 Cuarto trimestre,2020-Q4,Mujeres,F,Alajeró,38003,Construcción,A4_03,4,,,
2020 Cuarto trimestre,2020-Q4,Hombres,M,Alajeró,38003,Construcción,A4_03,62,,,
2020 Cuarto trimestre,2020-Q4,Total,_T,Alajeró,38003,Construcción,A4_03,66,,,
2020 Tercer trimestre,2020-Q3,Mujeres,F,Alajeró,38003,Construcción,A4_03,4,,,
2020 Tercer trimestre,2020-Q3,Hombres,M,Alajeró,38003,Construcción,A4_03,67,,,
2020 Tercer trimestre,2020-Q3,Total,_T,Alajeró,38003,Construcción,A4_03,71,,,
2020 Segundo trimestre,2020-Q2,Mujeres,F,Alajeró,38003,Construcción,A4_03,6,,,
2020 Segundo trimestre,2020-Q2,Hombres,M,Alajeró,38003,Construcción,A4_03,64,,,
2020 Segundo trimestre,2020-Q2,Total,_T,Alajeró,38003,Construcción,A4_03,70,,,
2020 Primer trimestre,2020-Q1,Mujeres,F,Alajeró,38003,Construcción,A4_03,7,,,
2020 Primer trimestre,2020-Q1,Hombres,M,Alajeró,38003,Construcción,A4_03,65,,,
2020 Primer trimestre,2020-Q1,Total,_T,Alajeró,38003,Construcción,A4_03,72,,,
2019 Cuarto trimestre,2019-Q4,Mujeres,F,Alajeró,38003,Construcción,A4_03,7,,,
2019 Cuarto trimestre,2019-Q4,Hombres,M,Alajeró,38003,Construcción,A4_03,68,,,
2019 Cuarto trimestre,2019-Q4,Total,_T,Alajeró,38003,Construcción,A4_03,75,,,
2019 Tercer trimestre,2019-Q3,Mujeres,F,Alajeró,38003,Construcción,A4_03,7,,,
2019 Tercer trimestre,2019-Q3,Hombres,M,Alajeró,38003,Construcción,A4_03,66,,,
2019 Tercer trimestre,2019-Q3,Total,_T,Alajeró,38003,Construcción,A4_03,73,,,
2019 Segundo trimestre,2019-Q2,Mujeres,F,Alajeró,38003,Construcción,A4_03,6,,,
2019 Segundo trimestre,2019-Q2,Hombres,M,Alajeró,38003,Construcción,A4_03,70,,,
2019 Segundo trimestre,2019-Q2,Total,_T,Alajeró,38003,Construcción,A4_03,76,,,
2019 Primer trimestre,2019-Q1,Mujeres,F,Alajeró,38003,Construcción,A4_03,6,,,
2019 Primer trimestre,2019-Q1,Hombres,M,Alajeró,38003,Construcción,A4_03,82,,,
2019 Primer trimestre,2019-Q1,Total,_T,Alajeró,38003,Construcción,A4_03,88,,,
2021 Cuarto trimestre,2021-Q4,Mujeres,F,Alajeró,38003,Total,_T,384,,,
2021 Cuarto trimestre,2021-Q4,Hombres,M,Alajeró,38003,Total,_T,442,,,
2021 Cuarto trimestre,2021-Q4,Total,_T,Alajeró,38003,Total,_T,826,,,
2021 Tercer trimestre,2021-Q3,Mujeres,F,Alajeró,38003,Total,_T,350,,,
2021 Tercer trimestre,2021-Q3,Hombres,M,Alajeró,38003,Total,_T,438,,,
2021 Tercer trimestre,2021-Q3,Total,_T,Alajeró,38003,Total,_T,788,,,
2021 Segundo trimestre,2021-Q2,Mujeres,F,Alajeró,38003,Total,_T,340,,,
2021 Segundo trimestre,2021-Q2,Hombres,M,Alajeró,38003,Total,_T,442,,,
2021 Segundo trimestre,2021-Q2,Total,_T,Alajeró,38003,Total,_T,782,,,
2021 Primer trimestre,2021-Q1,Mujeres,F,Alajeró,38003,Total,_T,344,,,
2021 Primer trimestre,2021-Q1,Hombres,M,Alajeró,38003,Total,_T,419,,,
2021 Primer trimestre,2021-Q1,Total,_T,Alajeró,38003,Total,_T,763,,,
2020 Cuarto trimestre,2020-Q4,Mujeres,F,Alajeró,38003,Total,_T,334,,,
2020 Cuarto trimestre,2020-Q4,Hombres,M,Alajeró,38003,Total,_T,390,,,
2020 Cuarto trimestre,2020-Q4,Total,_T,Alajeró,38003,Total,_T,724,,,
2020 Tercer trimestre,2020-Q3,Mujeres,F,Alajeró,38003,Total,_T,331,,,
2020 Tercer trimestre,2020-Q3,Hombres,M,Alajeró,38003,Total,_T,397,,,
2020 Tercer trimestre,2020-Q3,Total,_T,Alajeró,38003,Total,_T,728,,,
2020 Segundo trimestre,2020-Q2,Mujeres,F,Alajeró,38003,Total,_T,346,,,
2020 Segundo trimestre,2020-Q2,Hombres,M,Alajeró,38003,Total,_T,393,,,
2020 Segundo trimestre,2020-Q2,Total,_T,Alajeró,38003,Total,_T,739,,,
2020 Primer trimestre,2020-Q1,Mujeres,F,Alajeró,38003,Total,_T,355,,,
2020 Primer trimestre,2020-Q1,Hombres,M,Alajeró,38003,Total,_T,397,,,
2020 Primer trimestre,2020-Q1,Total,_T,Alajeró,38003,Total,_T,752,,,
2019 Cuarto trimestre,2019-Q4,Mujeres,F,Alajeró,38003,Total,_T,346,,,
2019 Cuarto trimestre,2019-Q4,Hombres,M,Alajeró,38003,Total,_T,398,,,
2019 Cuarto trimestre,2019-Q4,Total,_T,Alajeró,38003,Total,_T,744,,,
2019 Tercer trimestre,2019-Q3,Mujeres,F,Alajeró,38003,Total,_T,337,,,
2019 Tercer trimestre,2019-Q3,Hombres,M,Alajeró,38003,Total,_T,400,,,
2019 Tercer trimestre,2019-Q3,Total,_T,Alajeró,38003,Total,_T,737,,,
2019 Segundo trimestre,2019-Q2,Mujeres,F,Alajeró,38003,Total,_T,331,,,
2019 Segundo trimestre,2019-Q2,Hombres,M,Alajeró,38003,Total,_T,414,,,
2019 Segundo trimestre,2019-Q2,Total,_T,Alajeró,38003,Total,_T,745,,,
2019 Primer trimestre,2019-Q1,Mujeres,F,Alajeró,38003,Total,_T,348,,,
2019 Primer trimestre,2019-Q1,Hombres,M,Alajeró,38003,Total,_T,441,,,
2019 Primer trimestre,2019-Q1,Total,_T,Alajeró,38003,Total,_T,789,,,
2021 Cuarto trimestre,2021-Q4,Mujeres,F,Gáldar,35009,Servicios,A4_04,3849,,,
2021 Cuarto trimestre,2021-Q4,Hombres,M,Gáldar,35009,Servicios,A4_04,3218,,,
2021 Cuarto trimestre,2021-Q4,Total,_T,Gáldar,35009,Servicios,A4_04,7067,,,
2021 Tercer trimestre,2021-Q3,Mujeres,F,Gáldar,35009,Servicios,A4_04,3749,,,
2021 Tercer trimestre,2021-Q3,Hombres,M,Gáldar,35009,Servicios,A4_04,3049,,,
2021 Tercer trimestre,2021-Q3,Total,_T,Gáldar,35009,Servicios,A4_04,6798,,,
2021 Segundo trimestre,2021-Q2,Mujeres,F,Gáldar,35009,Servicios,A4_04,3380,,,
2021 Segundo trimestre,2021-Q2,Hombres,M,Gáldar,35009,Servicios,A4_04,2965,,,
2021 Segundo trimestre,2021-Q2,Total,_T,Gáldar,35009,Servicios,A4_04,6345,,,
2021 Primer trimestre,2021-Q1,Mujeres,F,Gáldar,35009,Servicios,A4_04,3486,,,
2021 Primer trimestre,2021-Q1,Hombres,M,Gáldar,35009,Servicios,A4_04,2986,,,
2021 Primer trimestre,2021-Q1,Total,_T,Gáldar,35009,Servicios,A4_04,6472,,,
2020 Cuarto trimestre,2020-Q4,Mujeres,F,Gáldar,35009,Servicios,A4_04,3712,,,
2020 Cuarto trimestre,2020-Q4,Hombres,M,Gáldar,35009,Servicios,A4_04,3117,,,
2020 Cuarto trimestre,2020-Q4,Total,_T,Gáldar,35009,Servicios,A4_04,6829,,,
2020 Tercer trimestre,2020-Q3,Mujeres,F,Gáldar,35009,Servicios,A4_04,3655,,,
2020 Tercer trimestre,2020-Q3,Hombres,M,Gáldar,35009,Servicios,A4_04,3044,,,
2020 Tercer trimestre,2020-Q3,Total,_T,Gáldar,35009,Servicios,A4_04,6699,,,
2020 Segundo trimestre,2020-Q2,Mujeres,F,Gáldar,35009,Servicios,A4_04,3299,,,
2020 Segundo trimestre,2020-Q2,Hombres,M,Gáldar,35009,Servicios,A4_04,2916,,,
2020 Segundo trimestre,2020-Q2,Total,_T,Gáldar,35009,Servicios,A4_04,6215,,,
2020 Primer trimestre,2020-Q1,Mujeres,F,Gáldar,35009,Servicios,A4_04,3528,,,
2020 Primer trimestre,2020-Q1,Hombres,M,Gáldar,35009,Servicios,A4_04,2972,,,
2020 Primer trimestre,2020-Q1,Total,_T,Gáldar,35009,Servicios,A4_04,6500,,,
2019 Cuarto trimestre,2019-Q4,Mujeres,F,Gáldar,35009,Servicios,A4_04,3603,,,
2019 Cuarto trimestre,2019-Q4,Hombres,M,Gáldar,35009,Servicios,A4_04,3066,,,
2019 Cuarto trimestre,2019-Q4,Total,_T,Gáldar,35009,Servicios,A4_04,6669,,,
2019 Tercer trimestre,2019-Q3,Mujeres,F,Gáldar,35009,Servicios,A4_04,3532,,,
2019 Tercer trimestre,2019-Q3,Hombres,M,Gáldar,35009,Servicios,A4_04,3036,,,
2019 Tercer trimestre,2019-Q3,Total,_T,Gáldar,35009,Servicios,A4_04,6568,,,
2019 Segundo trimestre,2019-Q2,Mujeres,F,Gáldar,35009,Servicios,A4_04,3455,,,
2019 Segundo trimestre,2019-Q2,Hombres,M,Gáldar,35009,Servicios,A4_04,3047,,,
2019 Segundo trimestre,2019-Q2,Total,_T,Gáldar,35009,Servicios,A4_04,6502,,,
2019 Primer trimestre,2019-Q1,Mujeres,F,Gáldar,35009,Servicios,A4_04,3557,,,
2019 Primer trimestre,2019-Q1,Hombres,M,Gáldar,35009,Servicios,A4_04,3077,,,
2019 Primer trimestre,2019-Q1,Total,_T,Gáldar,35009,Servicios,A4_04,6634,,,
2021 Cuarto trimestre,2021-Q4,Mujeres,F,Gáldar,35009,"Agricultura, ganadería, silvicultura y pesca",A4_01,274,,,
2021 Cuarto trimestre,2021-Q4,Hombres,M,Gáldar,35009,"Agricultura, ganadería, silvicultura y pesca",A4_01,554,,,
2021 Cuarto trimestre,2021-Q4,Total,_T,Gáldar,35009,"Agricultura, ganadería, silvicultura y pesca",A4_01,828,,,
2021 Tercer trimestre,2021-Q3,Mujeres,F,Gáldar,35009,"Agricultura, ganadería, silvicultura y pesca",A4_01,277,,,
2021 Tercer trimestre,2021-Q3,Hombres,M,Gáldar,35009,"Agricultura, ganadería, silvicultura y pesca",A4_01,553,,,
2021 Tercer trimestre,2021-Q3,Total,_T,Gáldar,35009,"Agricultura, ganadería, silvicultura y pesca",A4_01,830,,,
2021 Segundo trimestre,2021-Q2,Mujeres,F,Gáldar,35009,"Agricultura, ganadería, silvicultura y pesca",A4_01,198,,,
2021 Segundo trimestre,2021-Q2,Hombres,M,Gáldar,35009,"Agricultura, ganadería, silvicultura y pesca",A4_01,521,,,
2021 Segundo trimestre,2021-Q2,Total,_T,Gáldar,35009,"Agricultura, ganadería, silvicultura y pesca",A4_01,719,,,
2021 Primer trimestre,2021-Q1,Mujeres,F,Gáldar,35009,"Agricultura, ganadería, silvicultura y pesca",A4_01,261,,,
2021 Primer trimestre,2021-Q1,Hombres,M,Gáldar,35009,"Agricultura, ganadería, silvicultura y pesca",A4_01,533,,,
2021 Primer trimestre,2021-Q1,Total,_T,Gáldar,35009,"Agricultura, ganadería, silvicultura y pesca",A4_01,794,,,
2020 Cuarto trimestre,2020-Q4,Mujeres,F,Gáldar,35009,"Agricultura, ganadería, silvicultura y pesca",A4_01,288,,,
2020 Cuarto trimestre,2020-Q4,Hombres,M,Gáldar,35009,"Agricultura, ganadería, silvicultura y pesca",A4_01,538,,,
2020 Cuarto trimestre,2020-Q4,Total,_T,Gáldar,35009,"Agricultura, ganadería, silvicultura y pesca",A4_01,826,,,
2020 Tercer trimestre,2020-Q3,Mujeres,F,Gáldar,35009,"Agricultura, ganadería, silvicultura y pesca",A4_01,276,,,
2020 Tercer trimestre,2020-Q3,Hombres,M,Gáldar,35009,"Agricultura, ganadería, silvicultura y pesca",A4_01,556,,,
