,Municipio,Año,Sexo,Tipo,Defunciones
978,        Vega de San Mateo,2021,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"101,39"
980,        Arrecife,2020,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"49,36"
981,        Haría,2020,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"109,49"
982,        San Bartolomé,2020,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"31,44"
984,        Tías,2020,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"65,89"
985,        Tinajo,2020,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"60,22"
986,        Yaiza,2020,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"11,38"
987,        Antigua,2020,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"29,49"
988,        Betancuria,2020,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,....
989,        Oliva (La),2020,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"42,05"
990,        Pájara,2020,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"18,13"
992,        Tuineje,2020,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"25,19"
993,        Agaete,2020,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"141,44"
994,        Agüimes,2020,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"80,45"
995,        Artenara,2020,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,....
996,        Arucas,2020,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"120,32"
997,        Firgas,2020,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"52,99"
998,        Gáldar,2020,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"122,89"
999,        Ingenio,2020,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"75,24"
1000,        Mogán,2020,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"122,65"
1001,        Moya,2020,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"252,53"
1002,        Palmas de Gran Canaria (Las),2020,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"113,51"
1003,        San Bartolomé de Tirajana,2020,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"100,70"
1004,        Aldea de San Nicolás (La),2020,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"207,63"
1005,        Santa Brígida,2020,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"153,39"
1006,        Santa Lucía,2020,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"70,41"
1008,        Tejeda,2020,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"0,00"
1009,        Telde,2020,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"91,19"
1010,        Teror,2020,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"124,34"
1011,        Valsequillo,2020,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"21,27"
1012,        Valleseco,2020,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"50,94"
1013,        Vega de San Mateo,2020,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"25,50"
1015,        Arrecife,2019,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"59,42"
1016,        Haría,2019,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"186,78"
1017,        San Bartolomé,2019,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"42,16"
1018,        Teguise,2019,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"61,70"
1019,        Tías,2019,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"38,16"
1020,        Tinajo,2019,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"152,53"
1021,        Yaiza,2019,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"22,99"
1022,        Antigua,2019,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"29,75"
1024,        Oliva (La),2019,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"42,91"
1025,        Pájara,2019,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"45,26"
1026,        Puerto del Rosario,2019,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"43,08"
1027,        Tuineje,2019,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"50,68"
1028,        Agaete,2019,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"71,53"
1029,        Agüimes,2019,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"93,45"
1030,        Artenara,2019,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"170,07"
1032,        Firgas,2019,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"106,50"
1033,        Gáldar,2019,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"115,40"
1034,        Ingenio,2019,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"82,10"
1035,        Mogán,2019,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"114,56"
1036,        Moya,2019,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"101,88"
1037,        Palmas de Gran Canaria (Las),2019,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"144,83"
1038,        San Bartolomé de Tirajana,2019,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"107,63"
1039,        Aldea de San Nicolás (La),2019,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"208,17"
1040,        Santa Brígida,2019,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"131,72"
1041,        Santa Lucía,2019,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"100,21"
1042,        Santa María de Guía,2019,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"101,29"
1043,        Tejeda,2019,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"292,97"
1044,        Telde,2019,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"109,05"
1045,        Teror,2019,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"140,21"
1046,        Valsequillo,2019,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"127,74"
1047,        Valleseco,2019,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"101,99"
1048,        Vega de San Mateo,2019,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"204,97"
1050,        Arrecife,2021,Hombres,XI. ENFERMEDADES DEL SISTEMA DIGESTIVO,"40,39"
1051,        Haría,2021,Hombres,XI. ENFERMEDADES DEL SISTEMA DIGESTIVO,"108,66"
1052,        San Bartolomé,2021,Hombres,XI. ENFERMEDADES DEL SISTEMA DIGESTIVO,"10,54"
1053,        Teguise,2021,Hombres,XI. ENFERMEDADES DEL SISTEMA DIGESTIVO,"8,57"
1054,        Tías,2021,Hombres,XI. ENFERMEDADES DEL SISTEMA DIGESTIVO,"37,44"
1056,        Yaiza,2021,Hombres,XI. ENFERMEDADES DEL SISTEMA DIGESTIVO,"34,23"
1057,        Antigua,2021,Hombres,XI. ENFERMEDADES DEL SISTEMA DIGESTIVO,"44,39"
1058,        Betancuria,2021,Hombres,XI. ENFERMEDADES DEL SISTEMA DIGESTIVO,"248,14"
1059,        Oliva (La),2021,Hombres,XI. ENFERMEDADES DEL SISTEMA DIGESTIVO,"62,34"
1060,        Pájara,2021,Hombres,XI. ENFERMEDADES DEL SISTEMA DIGESTIVO,"27,61"
1061,        Puerto del Rosario,2021,Hombres,XI. ENFERMEDADES DEL SISTEMA DIGESTIVO,"33,22"
1062,        Tuineje,2021,Hombres,XI. ENFERMEDADES DEL SISTEMA DIGESTIVO,"25,29"
1063,        Agaete,2021,Hombres,XI. ENFERMEDADES DEL SISTEMA DIGESTIVO,"0,00"
1064,        Agüimes,2021,Hombres,XI. ENFERMEDADES DEL SISTEMA DIGESTIVO,"49,44"
1065,        Artenara,2021,Hombres,XI. ENFERMEDADES DEL SISTEMA DIGESTIVO,"168,35"
1066,        Arucas,2021,Hombres,XI. ENFERMEDADES DEL SISTEMA DIGESTIVO,"47,11"
1067,        Firgas,2021,Hombres,XI. ENFERMEDADES DEL SISTEMA DIGESTIVO,"26,22"
1068,        Gáldar,2021,Hombres,XI. ENFERMEDADES DEL SISTEMA DIGESTIVO,"16,30"
1069,        Ingenio,2021,Hombres,XI. ENFERMEDADES DEL SISTEMA DIGESTIVO,"56,16"
1070,        Mogán,2021,Hombres,XI. ENFERMEDADES DEL SISTEMA DIGESTIVO,"66,45"
1071,        Moya,2021,Hombres,XI. ENFERMEDADES DEL SISTEMA DIGESTIVO,"75,17"
1072,        Palmas de Gran Canaria (Las),2021,Hombres,XI. ENFERMEDADES DEL SISTEMA DIGESTIVO,"50,43"
1073,        San Bartolomé de Tirajana,2021,Hombres,XI. ENFERMEDADES DEL SISTEMA DIGESTIVO,"50,47"
1074,        Aldea de San Nicolás (La),2021,Hombres,XI. ENFERMEDADES DEL SISTEMA DIGESTIVO,"25,77"
1075,        Santa Brígida,2021,Hombres,XI. ENFERMEDADES DEL SISTEMA DIGESTIVO,"43,74"
1076,        Santa Lucía,2021,Hombres,XI. ENFERMEDADES DEL SISTEMA DIGESTIVO,"29,86"
1077,        Santa María de Guía,2021,Hombres,XI. ENFERMEDADES DEL SISTEMA DIGESTIVO,"28,97"
1078,        Tejeda,2021,Hombres,XI. ENFERMEDADES DEL SISTEMA DIGESTIVO,"199,20"
1080,        Teror,2021,Hombres,XI. ENFERMEDADES DEL SISTEMA DIGESTIVO,"15,45"
1081,        Valsequillo,2021,Hombres,XI. ENFERMEDADES DEL SISTEMA DIGESTIVO,"42,25"
1082,        Valleseco,2021,Hombres,XI. ENFERMEDADES DEL SISTEMA DIGESTIVO,"101,88"
1083,        Vega de San Mateo,2021,Hombres,XI. ENFERMEDADES DEL SISTEMA DIGESTIVO,"50,70"
1085,        Arrecife,2020,Hombres,XI. ENFERMEDADES DEL SISTEMA DIGESTIVO,"49,36"
1086,        Haría,2020,Hombres,XI. ENFERMEDADES DEL SISTEMA DIGESTIVO,"36,50"
1088,        Teguise,2020,Hombres,XI. ENFERMEDADES DEL SISTEMA DIGESTIVO,"0,00"
1089,        Tías,2020,Hombres,XI. ENFERMEDADES DEL SISTEMA DIGESTIVO,"9,41"
1090,        Tinajo,2020,Hombres,XI. ENFERMEDADES DEL SISTEMA DIGESTIVO,"0,00"
1091,        Yaiza,2020,Hombres,XI. ENFERMEDADES DEL SISTEMA DIGESTIVO,"68,27"
1092,        Antigua,2020,Hombres,XI. ENFERMEDADES DEL SISTEMA DIGESTIVO,"14,75"
1093,        Betancuria,2020,Hombres,XI. ENFERMEDADES DEL SISTEMA DIGESTIVO,....
1094,        Oliva (La),2020,Hombres,XI. ENFERMEDADES DEL SISTEMA DIGESTIVO,"21,02"
1095,        Pájara,2020,Hombres,XI. ENFERMEDADES DEL SISTEMA DIGESTIVO,"54,39"
1096,        Puerto del Rosario,2020,Hombres,XI. ENFERMEDADES DEL SISTEMA DIGESTIVO,"47,38"
1097,        Tuineje,2020,Hombres,XI. ENFERMEDADES DEL SISTEMA DIGESTIVO,"25,19"
1098,        Agaete,2020,Hombres,XI. ENFERMEDADES DEL SISTEMA DIGESTIVO,"0,00"
1099,        Agüimes,2020,Hombres,XI. ENFERMEDADES DEL SISTEMA DIGESTIVO,"24,75"
1100,        Artenara,2020,Hombres,XI. ENFERMEDADES DEL SISTEMA DIGESTIVO,....
1101,        Arucas,2020,Hombres,XI. ENFERMEDADES DEL SISTEMA DIGESTIVO,"52,31"
1102,        Firgas,2020,Hombres,XI. ENFERMEDADES DEL SISTEMA DIGESTIVO,"79,49"
1104,        Ingenio,2020,Hombres,XI. ENFERMEDADES DEL SISTEMA DIGESTIVO,"25,08"
1105,        Mogán,2020,Hombres,XI. ENFERMEDADES DEL SISTEMA DIGESTIVO,"37,74"
1106,        Moya,2020,Hombres,XI. ENFERMEDADES DEL SISTEMA DIGESTIVO,"25,25"
1107,        Palmas de Gran Canaria (Las),2020,Hombres,XI. ENFERMEDADES DEL SISTEMA DIGESTIVO,"49,12"
1108,        San Bartolomé de Tirajana,2020,Hombres,XI. ENFERMEDADES DEL SISTEMA DIGESTIVO,"50,35"
1109,        Aldea de San Nicolás (La),2020,Hombres,XI. ENFERMEDADES DEL SISTEMA DIGESTIVO,"103,82"
1110,        Santa Brígida,2020,Hombres,XI. ENFERMEDADES DEL SISTEMA DIGESTIVO,"32,87"
1111,        Santa Lucía,2020,Hombres,XI. ENFERMEDADES DEL SISTEMA DIGESTIVO,"40,62"
1112,        Santa María de Guía,2020,Hombres,XI. ENFERMEDADES DEL SISTEMA DIGESTIVO,"57,89"
1113,        Tejeda,2020,Hombres,XI. ENFERMEDADES DEL SISTEMA DIGESTIVO,"98,43"
1114,        Telde,2020,Hombres,XI. ENFERMEDADES DEL SISTEMA DIGESTIVO,"23,79"
1115,        Teror,2020,Hombres,XI. ENFERMEDADES DEL SISTEMA DIGESTIVO,"15,54"
1116,        Valsequillo,2020,Hombres,XI. ENFERMEDADES DEL SISTEMA DIGESTIVO,"0,00"
1117,        Valleseco,2020,Hombres,XI. ENFERMEDADES DEL SISTEMA DIGESTIVO,"101,88"
1118,        Vega de San Mateo,2020,Hombres,XI. ENFERMEDADES DEL SISTEMA DIGESTIVO,"101,99"
1120,        Arrecife,2019,Hombres,XI. ENFERMEDADES DEL SISTEMA DIGESTIVO,"37,53"
1121,        Haría,2019,Hombres,XI. ENFERMEDADES DEL SISTEMA DIGESTIVO,"37,36"
1122,        San Bartolomé,2019,Hombres,XI. ENFERMEDADES DEL SISTEMA DIGESTIVO,"21,08"
1123,        Teguise,2019,Hombres,XI. ENFERMEDADES DEL SISTEMA DIGESTIVO,"17,63"
1124,        Tías,2019,Hombres,XI. ENFERMEDADES DEL SISTEMA DIGESTIVO,"19,08"
1125,        Tinajo,2019,Hombres,XI. ENFERMEDADES DEL SISTEMA DIGESTIVO,"61,01"
1126,        Yaiza,2019,Hombres,XI. ENFERMEDADES DEL SISTEMA DIGESTIVO,"22,99"
1128,        Betancuria,2019,Hombres,XI. ENFERMEDADES DEL SISTEMA DIGESTIVO,"0,00"
1129,        Oliva (La),2019,Hombres,XI. ENFERMEDADES DEL SISTEMA DIGESTIVO,"14,30"
1130,        Pájara,2019,Hombres,XI. ENFERMEDADES DEL SISTEMA DIGESTIVO,"18,10"
1131,        Puerto del Rosario,2019,Hombres,XI. ENFERMEDADES DEL SISTEMA DIGESTIVO,"28,72"
1132,        Tuineje,2019,Hombres,XI. ENFERMEDADES DEL SISTEMA DIGESTIVO,"38,01"
1133,        Agaete,2019,Hombres,XI. ENFERMEDADES DEL SISTEMA DIGESTIVO,"35,77"
1134,        Agüimes,2019,Hombres,XI. ENFERMEDADES DEL SISTEMA DIGESTIVO,"24,92"
1135,        Artenara,2019,Hombres,XI. ENFERMEDADES DEL SISTEMA DIGESTIVO,"0,00"
1136,        Arucas,2019,Hombres,XI. ENFERMEDADES DEL SISTEMA DIGESTIVO,"42,02"
1137,        Firgas,2019,Hombres,XI. ENFERMEDADES DEL SISTEMA DIGESTIVO,"53,25"
1138,        Gáldar,2019,Hombres,XI. ENFERMEDADES DEL SISTEMA DIGESTIVO,"8,24"
1139,        Ingenio,2019,Hombres,XI. ENFERMEDADES DEL SISTEMA DIGESTIVO,"82,10"
1140,        Mogán,2019,Hombres,XI. ENFERMEDADES DEL SISTEMA DIGESTIVO,"28,64"
1141,        Moya,2019,Hombres,XI. ENFERMEDADES DEL SISTEMA DIGESTIVO,"50,94"
1142,        Palmas de Gran Canaria (Las),2019,Hombres,XI. ENFERMEDADES DEL SISTEMA DIGESTIVO,"47,91"
1143,        San Bartolomé de Tirajana,2019,Hombres,XI. ENFERMEDADES DEL SISTEMA DIGESTIVO,"28,70"
1144,        Aldea de San Nicolás (La),2019,Hombres,XI. ENFERMEDADES DEL SISTEMA DIGESTIVO,"52,04"
1145,        Santa Brígida,2019,Hombres,XI. ENFERMEDADES DEL SISTEMA DIGESTIVO,"76,84"
1146,        Santa Lucía,2019,Hombres,XI. ENFERMEDADES DEL SISTEMA DIGESTIVO,"37,92"
1147,        Santa María de Guía,2019,Hombres,XI. ENFERMEDADES DEL SISTEMA DIGESTIVO,"72,35"
1148,        Tejeda,2019,Hombres,XI. ENFERMEDADES DEL SISTEMA DIGESTIVO,"97,66"
1149,        Telde,2019,Hombres,XI. ENFERMEDADES DEL SISTEMA DIGESTIVO,"37,67"
1150,        Teror,2019,Hombres,XI. ENFERMEDADES DEL SISTEMA DIGESTIVO,"46,74"
1152,        Valleseco,2019,Hombres,XI. ENFERMEDADES DEL SISTEMA DIGESTIVO,"0,00"
1153,        Vega de San Mateo,2019,Hombres,XI. ENFERMEDADES DEL SISTEMA DIGESTIVO,"153,73"
1155,        Arrecife,2021,Hombres,XII. ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,"3,11"
1156,        Haría,2021,Hombres,XII. ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,"0,00"
1157,        San Bartolomé,2021,Hombres,XII. ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,"0,00"
1158,        Teguise,2021,Hombres,XII. ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,"8,57"
1159,        Tías,2021,Hombres,XII. ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,"0,00"
1160,        Tinajo,2021,Hombres,XII. ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,"29,97"
1161,        Yaiza,2021,Hombres,XII. ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,"0,00"
1162,        Antigua,2021,Hombres,XII. ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,"0,00"
1163,        Betancuria,2021,Hombres,XII. ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,"0,00"
1164,        Oliva (La),2021,Hombres,XII. ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,"0,00"
1165,        Pájara,2021,Hombres,XII. ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,"0,00"
1166,        Puerto del Rosario,2021,Hombres,XII. ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,"0,00"
1167,        Tuineje,2021,Hombres,XII. ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,"0,00"
1168,        Agaete,2021,Hombres,XII. ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,"0,00"
1169,        Agüimes,2021,Hombres,XII. ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,"0,00"
1170,        Artenara,2021,Hombres,XII. ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,"0,00"
1171,        Arucas,2021,Hombres,XII. ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,"10,47"
1172,        Firgas,2021,Hombres,XII. ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,"0,00"
1173,        Gáldar,2021,Hombres,XII. ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,"0,00"
1174,        Ingenio,2021,Hombres,XII. ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,"0,00"
1176,        Moya,2021,Hombres,XII. ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,"25,06"
1177,        Palmas de Gran Canaria (Las),2021,Hombres,XII. ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,"9,32"
1178,        San Bartolomé de Tirajana,2021,Hombres,XII. ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,"7,21"
1179,        Aldea de San Nicolás (La),2021,Hombres,XII. ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,"0,00"
1180,        Santa Brígida,2021,Hombres,XII. ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,"0,00"
1181,        Santa Lucía,2021,Hombres,XII. ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,"2,71"
1182,        Santa María de Guía,2021,Hombres,XII. ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,"0,00"
1184,        Telde,2021,Hombres,XII. ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,"7,94"
1185,        Teror,2021,Hombres,XII. ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,"0,00"
1186,        Valsequillo,2021,Hombres,XII. ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,"0,00"
1187,        Valleseco,2021,Hombres,XII. ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,"0,00"
1188,        Vega de San Mateo,2021,Hombres,XII. ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,"0,00"
1190,        Arrecife,2020,Hombres,XII. ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,"0,00"
1191,        Haría,2020,Hombres,XII. ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,"0,00"
1192,        San Bartolomé,2020,Hombres,XII. ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,"10,48"
1193,        Teguise,2020,Hombres,XII. ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,"0,00"
1194,        Tías,2020,Hombres,XII. ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,"0,00"
1195,        Tinajo,2020,Hombres,XII. ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,"0,00"
1196,        Yaiza,2020,Hombres,XII. ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,"0,00"
1197,        Antigua,2020,Hombres,XII. ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,"0,00"
1198,        Betancuria,2020,Hombres,XII. ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,....
1200,        Pájara,2020,Hombres,XII. ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,"9,06"
1201,        Puerto del Rosario,2020,Hombres,XII. ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,"0,00"
1202,        Tuineje,2020,Hombres,XII. ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,"0,00"
1203,        Agaete,2020,Hombres,XII. ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,"0,00"
1204,        Agüimes,2020,Hombres,XII. ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,"12,38"
1205,        Artenara,2020,Hombres,XII. ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,....
1206,        Arucas,2020,Hombres,XII. ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,"5,23"
1207,        Firgas,2020,Hombres,XII. ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,"26,50"
1208,        Gáldar,2020,Hombres,XII. ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,"8,19"
1209,        Ingenio,2020,Hombres,XII. ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,"0,00"
1210,        Mogán,2020,Hombres,XII. ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,"9,43"
1211,        Moya,2020,Hombres,XII. ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,"0,00"
1212,        Palmas de Gran Canaria (Las),2020,Hombres,XII. ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,"5,46"
1213,        San Bartolomé de Tirajana,2020,Hombres,XII. ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,"3,60"
1214,        Aldea de San Nicolás (La),2020,Hombres,XII. ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,"0,00"
1216,        Santa Lucía,2020,Hombres,XII. ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,"2,71"
1217,        Santa María de Guía,2020,Hombres,XII. ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,"28,94"
1218,        Tejeda,2020,Hombres,XII. ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,"0,00"
1219,        Telde,2020,Hombres,XII. ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,"1,98"
1220,        Teror,2020,Hombres,XII. ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,"0,00"
1221,        Valsequillo,2020,Hombres,XII. ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,"21,27"
1222,        Valleseco,2020,Hombres,XII. ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,"50,94"
1225,        Arrecife,2019,Hombres,XII. ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,"0,00"
1226,        Haría,2019,Hombres,XII. ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,"0,00"
1227,        San Bartolomé,2019,Hombres,XII. ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,"10,54"
1228,        Teguise,2019,Hombres,XII. ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,"0,00"
1229,        Tías,2019,Hombres,XII. ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,"0,00"
1230,        Tinajo,2019,Hombres,XII. ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,"0,00"
1231,        Yaiza,2019,Hombres,XII. ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,"0,00"
1232,        Antigua,2019,Hombres,XII. ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,"14,87"
1233,        Betancuria,2019,Hombres,XII. ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,"0,00"
1234,        Oliva (La),2019,Hombres,XII. ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,"7,15"
1235,        Pájara,2019,Hombres,XII. ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,"0,00"
1236,        Puerto del Rosario,2019,Hombres,XII. ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,"0,00"
1237,        Tuineje,2019,Hombres,XII. ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,"0,00"
1238,        Agaete,2019,Hombres,XII. ENFERMEDADES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,"0,00"
